,Bugatti,Veyron,1200000,veyron.jpg,3,3
,Lamborghini,Aventador,337865,aventador.jpg,4,3
,rolls royce,Phantom Coup�,463980,phantom.jpg,6,3
,Porsche,918 spyder,778000,918spyder.jpg,1,3
,aston martin ,db11,190000,db11.jpg,2,3
,aston martin ,DB4GT Zagato,16000000,db4.jpg,7,3
,Maserati,300S,4700000,300S.jpg,7,3
